disease	aliquot_uuid	aliquot_bc	cghub_uuid	filename
BLCA	639c8ae6-127a-474d-b66a-c4a6da661cd7	TCGA-GV-A3QH-10A-01D-A21Z-08	59bd6c33-9688-401d-ac04-dca3c18ee93a	C500.TCGA-GV-A3QH-10A-01D-A21Z-08.1.bam
BLCA	21d0907a-ac47-4a72-8f6c-74d25949fe11	TCGA-BT-A20Q-11A-11D-A14W-08	5a10f06a-7a7b-4632-a0cd-a945662072db	C500.TCGA-BT-A20Q-11A-11D-A14W-08.2.bam
BLCA	4534413b-d0d0-4b34-a3d4-f821705485ae	TCGA-GV-A3JW-01A-11D-A20D-08	5b11a6f5-afc8-42a5-ad69-c7d12332882a	C500.TCGA-GV-A3JW-01A-11D-A20D-08.1.bam
BLCA	257369d6-d4ac-4b67-8c30-de25dbdb76af	TCGA-GD-A3OS-10A-01D-A21Z-08	5cc7728f-cc97-4601-b1f5-ceede350ef11	C500.TCGA-GD-A3OS-10A-01D-A21Z-08.1.bam
BLCA	4838b5a9-968c-4178-bffb-3fafe1f6dc09	TCGA-DK-A3IL-01A-11D-A20D-08	5f1bdcff-1fb2-4809-b761-e62dddf316bc	C500.TCGA-DK-A3IL-01A-11D-A20D-08.1.bam
BLCA	21525d6f-4222-4e0a-9f07-8adbbd55c54f	TCGA-GV-A3JX-01A-11D-A20D-08	617ca7b1-dcbf-4ac2-ae36-c99e634606cc	C500.TCGA-GV-A3JX-01A-11D-A20D-08.1.bam
BLCA	5c628df6-a848-4177-87b8-714788118980	TCGA-G2-A2ES-01A-11D-A17V-08	61ff00d8-a95a-4561-b91d-1e2175c76312	C500.TCGA-G2-A2ES-01A-11D-A17V-08.1.bam
BLCA	c1da8eed-4919-4ba5-a735-3fba476c18a7	TCGA-DK-A3IL-10A-01D-A20D-08	620651b3-bcc9-49b2-bb84-ca98e4b80264	C500.TCGA-DK-A3IL-10A-01D-A20D-08.1.bam
BLCA	780f4201-4e59-47b8-b3b7-d322a6162b2d	TCGA-DK-A3IM-01A-11D-A20D-08	63c8fee2-a4c9-47d6-8da9-cf919170c62a	C500.TCGA-DK-A3IM-01A-11D-A20D-08.1.bam
BLCA	eb8ecd73-a631-4193-a59a-d841e08d51e9	TCGA-BT-A3PK-10A-01D-A21Z-08	63bc199b-fe8f-44b1-b77c-aa560eba720a	C500.TCGA-BT-A3PK-10A-01D-A21Z-08.1.bam
BLCA	0afabd62-8454-41b4-9b02-386681589688	TCGA-CF-A3MI-01A-11D-A20D-08	686177df-934f-49d6-a320-f841c5fdf4fd	C500.TCGA-CF-A3MI-01A-11D-A20D-08.1.bam
BLCA	d637d039-a319-4a5d-a99e-54e8f81096e7	TCGA-G2-A2ES-11A-31D-A17V-08	69a51f5a-73ed-4e20-a3a6-8c1bf7dd9920	C500.TCGA-G2-A2ES-11A-31D-A17V-08.1.bam
BLCA	4576527b-b288-4f50-a9ea-5d5dede22561	TCGA-BT-A20U-01A-11D-A14W-08	69d2eb27-4b10-4529-8429-eb361eccb45f	C500.TCGA-BT-A20U-01A-11D-A14W-08.3.bam
BLCA	4ad38e8e-e63e-41d9-9216-617be7fa1d75	TCGA-BT-A3PK-01A-21D-A21Z-08	69e030c8-47db-43d1-a469-d12003de3023	C500.TCGA-BT-A3PK-01A-21D-A21Z-08.1.bam
BLCA	8ad1181e-2e1d-40cb-a18d-9240b5ab1733	TCGA-CF-A3MH-10A-01D-A20D-08	6b511506-dae0-44ef-b3ce-8fc75c43aeb4	C500.TCGA-CF-A3MH-10A-01D-A20D-08.1.bam
BLCA	59c24b21-b1e8-4752-bd0a-b48dd802643b	TCGA-GV-A3QI-10A-01D-A21Z-08	6fafaafc-1b7c-4e5c-aba5-8996f442f37e	C500.TCGA-GV-A3QI-10A-01D-A21Z-08.1.bam
BLCA	b833e093-cd12-441b-9791-fdd25c031925	TCGA-GV-A3QK-10A-01D-A23K-08	75803256-05fd-4653-afd8-5e08b8eb05b6	C500.TCGA-GV-A3QK-10A-01D-A23K-08.1.bam
BLCA	ce1d3ff8-4d0d-4764-8243-da7b6102d4ea	TCGA-GV-A3JW-10A-01D-A20D-08	774c6d22-122e-45bc-9d80-d0e4fd755267	C500.TCGA-GV-A3JW-10A-01D-A20D-08.1.bam
BLCA	5fed4b8a-4b59-4424-bbf1-bc73ce041361	TCGA-GV-A3JV-01A-11D-A21Z-08	782cae25-db7c-4595-a982-fb40bfadba5d	C500.TCGA-GV-A3JV-01A-11D-A21Z-08.1.bam
BLCA	2a00d649-7f80-467d-849d-1383cceec965	TCGA-H4-A2HQ-10A-01D-A17V-08	7a264b4d-415c-474a-82a9-16ff827a60e2	C500.TCGA-H4-A2HQ-10A-01D-A17V-08.1.bam
BLCA	4e5917bd-2cb1-438c-a46c-5d8ca5b2fd0e	TCGA-G2-A2EF-01A-12D-A18F-08	7da77e30-6f13-4bbb-96b7-223111c52ab1	C500.TCGA-G2-A2EF-01A-12D-A18F-08.1.bam
BLCA	83376d89-33f8-4ade-969d-d69391dd7cd8	TCGA-FD-A3B8-10A-01D-A20D-08	7da9b7cf-684d-4441-9310-89e835673cba	C500.TCGA-FD-A3B8-10A-01D-A20D-08.1.bam
BLCA	bba7b385-f707-4654-ba9e-cd3bbebf4859	TCGA-DK-A2I1-10A-01D-A17V-08	7f253e07-6fce-4f08-8f16-fb1514eb69d5	C500.TCGA-DK-A2I1-10A-01D-A17V-08.1.bam
BLCA	c62e13c2-34be-41a1-a112-8efb3eddd782	TCGA-GU-A42R-10A-01D-A23K-08	81841591-d909-4f74-87c0-df7661dd9480	C500.TCGA-GU-A42R-10A-01D-A23K-08.1.bam
BLCA	bba535e3-c48a-4b50-af45-409c099d5be0	TCGA-GV-A3QK-01B-11D-A23M-08	82614d8c-7b46-470c-bbef-912bb15639d8	C500.TCGA-GV-A3QK-01B-11D-A23M-08.1.bam
BLCA	e4ff90f4-7122-475a-84a6-a39cd56c7e46	TCGA-GV-A3QH-01A-11D-A21Z-08	8221f9d1-5272-4e63-a2d2-82977fb5b8d5	C500.TCGA-GV-A3QH-01A-11D-A21Z-08.1.bam
BLCA	85ccdf9b-f787-4701-822f-ae0fce5b4fc5	TCGA-BT-A20W-01A-21D-A14W-08	82c5cc1f-cfab-4ab8-8a1c-92b8d469cec4	C500.TCGA-BT-A20W-01A-21D-A14W-08.3.bam
BLCA	e0fccaf5-925a-41f9-b87c-cd5ee4aecb59	TCGA-BT-A20T-11A-11D-A14W-08	82e7528b-8038-4ff1-b9f5-674beca3848e	C500.TCGA-BT-A20T-11A-11D-A14W-08.3.bam
BLCA	97a755af-ca00-4116-8a32-0984dbfb1585	TCGA-DK-A2I6-01A-12D-A18F-08	847b4b52-2525-4df7-b20d-a48388466f1b	C500.TCGA-DK-A2I6-01A-12D-A18F-08.1.bam
BLCA	c79e40d8-3c21-4219-81f8-c448a38f0f18	TCGA-BT-A3PJ-10A-01D-A21Z-08	84aba9fe-726b-4005-95c6-b32195a4c397	C500.TCGA-BT-A3PJ-10A-01D-A21Z-08.1.bam
BLCA	ebacd09f-c204-4cd2-a087-07bc4f2c5b74	TCGA-G2-A3IE-01A-11D-A20D-08	8529a66e-5855-42c3-b2fa-62ee8f3d76ae	C500.TCGA-G2-A3IE-01A-11D-A20D-08.1.bam
BLCA	985f656f-21ff-4dad-8ff3-4678322e5b31	TCGA-DK-A2I6-10A-01D-A18F-08	88933dc5-8c71-4d2a-b6a1-00f89ca2da87	C500.TCGA-DK-A2I6-10A-01D-A18F-08.1.bam
BLCA	f9fd3c7e-20a6-4d48-a45b-6482fdc10173	TCGA-GV-A3JV-10B-01D-A21Z-08	88db630f-bdd8-4c96-90d2-5b74631cb9b2	C500.TCGA-GV-A3JV-10B-01D-A21Z-08.1.bam
BLCA	60e4591c-6ce7-4a65-8355-653f5c41cd2e	TCGA-GD-A2C5-10A-01D-A17V-08	8975d226-c913-45ac-b45d-6866db7451fa	C500.TCGA-GD-A2C5-10A-01D-A17V-08.1.bam
BLCA	acc629cb-ad03-4cec-9b21-922e4932ef3e	TCGA-CF-A27C-01A-11D-A16O-08	8a1c03e9-d3e0-4538-a275-20fc6e4c46c2	C500.TCGA-CF-A27C-01A-11D-A16O-08.2.bam
BLCA	12e550de-383e-4ccc-8a4f-106c35bbcc5a	TCGA-BT-A20O-11A-11D-A14W-08	8b571553-662e-4a89-b4a3-385c5cf7542b	C500.TCGA-BT-A20O-11A-11D-A14W-08.3.bam
BLCA	c92207a3-53ed-4c88-9234-ade71d89f609	TCGA-FD-A3B6-10A-01D-A20D-08	8bf28913-909e-4e33-82bd-a81c83feb14d	C500.TCGA-FD-A3B6-10A-01D-A20D-08.1.bam
BLCA	dd05d620-285e-4734-924b-c16361749fa4	TCGA-BT-A20P-11A-11D-A14W-08	8c289b55-1d3b-4b08-b2ee-1379d1d0775d	C500.TCGA-BT-A20P-11A-11D-A14W-08.3.bam
BLCA	50c589ea-8019-4a0d-92c8-afe1a1e737de	TCGA-DK-A2HX-10A-01D-A18F-08	8cf0fcf6-f226-45d4-8043-e2cdbe0dfc13	C500.TCGA-DK-A2HX-10A-01D-A18F-08.1.bam
BLCA	90534196-b1d8-4054-b4d5-1d29943b52bc	TCGA-GV-A3QG-01A-11D-A21Z-08	8cfbe243-ff93-4fe2-a73d-2bf21038749c	C500.TCGA-GV-A3QG-01A-11D-A21Z-08.1.bam
BLCA	685111bf-0f7f-4b95-acdd-5704a8a553c5	TCGA-GD-A3OQ-10A-01D-A21Z-08	8d17e1eb-ed51-4a5b-9013-c87e6b8a676d	C500.TCGA-GD-A3OQ-10A-01D-A21Z-08.1.bam
BLCA	08aa63b7-bc56-419b-b07b-a3fabf2463f2	TCGA-DK-A3WW-01A-22D-A23M-08	901c8899-878b-42e1-a91d-19af5f4c9c82	C500.TCGA-DK-A3WW-01A-22D-A23M-08.1.bam
BLCA	f2da1011-c718-4bef-9180-5b846cf31308	TCGA-GC-A3I6-10A-01D-A20D-08	923de376-9bb3-4271-b32e-612e903b917c	C500.TCGA-GC-A3I6-10A-01D-A20D-08.1.bam
BLCA	173c1518-6bcb-4e25-a119-de32dab91286	TCGA-DK-A3IN-01A-11D-A20D-08	93e68cc9-6120-4c19-9bbd-65769599f209	C500.TCGA-DK-A3IN-01A-11D-A20D-08.1.bam
BLCA	7957bb77-8329-43a0-b1a8-140f2cb6b91b	TCGA-FD-A3B8-01A-31D-A20D-08	962c8c7b-211a-441a-9fdc-cf7820a4c3b0	C500.TCGA-FD-A3B8-01A-31D-A20D-08.1.bam
BLCA	a35775c2-b069-4eb4-8b54-631a4d99907d	TCGA-DK-A3IQ-10A-01D-A20D-08	9b24c644-41cb-43a3-bbab-597932e97d93	C500.TCGA-DK-A3IQ-10A-01D-A20D-08.1.bam
BLCA	1325348c-64b8-4be6-a078-8fac1b3bb44f	TCGA-G2-A3IB-01A-11D-A20D-08	9fba4065-adcf-4475-b4dd-202bf7e60578	C500.TCGA-G2-A3IB-01A-11D-A20D-08.1.bam
BLCA	1e82025a-5704-46e6-ac57-8f4318969cc5	TCGA-FD-A3B7-10A-01D-A20D-08	a291e151-8184-46ee-b373-7c27b928306b	C500.TCGA-FD-A3B7-10A-01D-A20D-08.1.bam
BLCA	35abd07a-1ed0-4bf2-835d-043a633fcb80	TCGA-FJ-A3ZF-10A-01D-A23K-08	a525264a-05c0-412a-9ce9-1946d8f54643	C500.TCGA-FJ-A3ZF-10A-01D-A23K-08.1.bam
BLCA	a1378c67-a8c5-4591-9564-22bc71cbe0b8	TCGA-BT-A20J-11A-11D-A14W-08	a5899ac9-b9f3-48eb-922b-672a4608d4c5	C500.TCGA-BT-A20J-11A-11D-A14W-08.3.bam
BLCA	5f625d04-86a8-48d3-8f6c-4000194a279e	TCGA-G2-A2EK-10A-01D-A18F-08	a6a51b1b-9904-41ce-b9db-5aa0e28fd196	C500.TCGA-G2-A2EK-10A-01D-A18F-08.1.bam
BLCA	07db4596-cb49-4a32-bc99-3b202ffe61a2	TCGA-DK-A3IT-01A-31D-A20D-08	a78a13a8-cf3f-43ca-abba-d3ae406ccf7a	C500.TCGA-DK-A3IT-01A-31D-A20D-08.1.bam
BLCA	7df63263-de4e-4ed8-804f-9e8fee3be2d5	TCGA-BT-A20O-01A-21D-A14W-08	aa0b312e-3721-455e-905c-16628da053f6	C500.TCGA-BT-A20O-01A-21D-A14W-08.3.bam
BLCA	a8f0d416-2102-43ea-9cf1-465c37f9642a	TCGA-DK-A2HX-01A-12D-A18F-08	bb1e7ac2-78ee-442a-8ad4-02aa900e6567	C500.TCGA-DK-A2HX-01A-12D-A18F-08.1.bam
BLCA	1d3c0ff9-d149-4d21-8955-5fb849fc5462	TCGA-BT-A20J-01A-11D-A14W-08	c32c3461-9218-4f15-aff4-0e77e4ddce02	C500.TCGA-BT-A20J-01A-11D-A14W-08.3.bam
BLCA	2c9954e9-6225-4fe3-b749-4812dd7cbe26	TCGA-BT-A20R-11A-11D-A16O-08	c4ba7cbe-4b17-4975-8828-4675dc381bb1	C500.TCGA-BT-A20R-11A-11D-A16O-08.2.bam
BLCA	301d6ce3-4099-4c1d-8e50-c04b7ce91450	TCGA-BT-A20T-01A-11D-A14W-08	cff85078-9018-4a16-bbd8-c9bc48a02e92	C500.TCGA-BT-A20T-01A-11D-A14W-08.3.bam
BLCA	8867b16f-cd05-41e9-b3ca-4c72a1ebeb70	TCGA-CF-A3MH-01A-11D-A20D-08	d0aa976d-dae4-49c2-a96b-e287a50090fe	C500.TCGA-CF-A3MH-01A-11D-A20D-08.1.bam
BLCA	f2ba42d5-03bd-4c43-8480-401ab04f73ac	TCGA-G2-A2EF-10A-01D-A18F-08	d11211c7-7a1f-4235-b169-1a2d10710433	C500.TCGA-G2-A2EF-10A-01D-A18F-08.1.bam
BLCA	cda1a403-16b6-487c-a82a-c377d1d0f89d	TCGA-BT-A3PH-01A-11D-A21Z-08	d184ffb3-6853-4727-928d-ce45ee08a44c	C500.TCGA-BT-A3PH-01A-11D-A21Z-08.1.bam
BLCA	f7ffcce9-2a24-4abe-8f8c-b9ba6a770803	TCGA-BT-A3PH-10A-01D-A21Z-08	d27329f8-cb70-4d79-970e-4d46f210483c	C500.TCGA-BT-A3PH-10A-01D-A21Z-08.1.bam
BLCA	a8e1dcc1-649d-442a-8663-0ea8ab1ef407	TCGA-BT-A20U-11A-11D-A14W-08	d2af7f71-ceab-4b0a-ac63-11f23908c615	C500.TCGA-BT-A20U-11A-11D-A14W-08.3.bam
BLCA	ca6fa0fa-acad-4b0e-8fa7-33391d18e353	TCGA-H4-A2HO-10A-01D-A17V-08	d5b355da-f4d8-4735-a30d-341ccdca1896	C500.TCGA-H4-A2HO-10A-01D-A17V-08.1.bam
BLCA	52de410f-3ce3-4ee6-87f3-8ec2e829962f	TCGA-DK-A3IU-01A-11D-A20D-08	d964ee0d-40fa-4a53-8611-a0f96e02e011	C500.TCGA-DK-A3IU-01A-11D-A20D-08.1.bam
BLCA	1b67f5e5-90c0-4726-a5bd-ee1fd31d56cd	TCGA-DK-A3IT-10A-01D-A20D-08	db95ca60-dd25-4b45-a1e3-f6c65cd8b2c5	C500.TCGA-DK-A3IT-10A-01D-A20D-08.1.bam
BLCA	fb985b3d-b0f7-42a0-bc3c-f71d9c5f78d8	TCGA-GD-A3OQ-01A-32D-A21Z-08	dbef2b3e-eebb-4b63-8f52-36b1ea761b42	C500.TCGA-GD-A3OQ-01A-32D-A21Z-08.1.bam
BLCA	fc76c5bd-315d-4981-ae53-705f40d2c078	TCGA-FD-A3B7-01A-31D-A20D-08	dc8e8c01-10b9-4b7d-9481-115249eda038	C500.TCGA-FD-A3B7-01A-31D-A20D-08.1.bam
BLCA	55331efe-b1a3-410f-822f-d2512e1768a5	TCGA-FJ-A3ZF-01A-11D-A23M-08	ddf6d222-f2d9-4b18-b9d3-b0111664565a	C500.TCGA-FJ-A3ZF-01A-11D-A23M-08.1.bam
BLCA	341bbffe-7587-4ad0-b3b4-68e64080e216	TCGA-BT-A20N-01A-11D-A14W-08	e1f678bd-227b-4ec7-83a2-2e02e10280a2	C500.TCGA-BT-A20N-01A-11D-A14W-08.3.bam
BLCA	124003ae-aa1c-48a9-aecb-38b6995d8d27	TCGA-GV-A3QG-10A-01D-A21Z-08	e2c85c21-361b-435a-ad4f-128539da480d	C500.TCGA-GV-A3QG-10A-01D-A21Z-08.1.bam
BLCA	94108975-b7a0-40ba-ad39-e44cc62e8cc0	TCGA-H4-A2HQ-01A-11D-A17V-08	e40e6d93-43a9-4adb-9a04-315fdbb237b2	C500.TCGA-H4-A2HQ-01A-11D-A17V-08.1.bam
BLCA	c919f230-5d67-44e2-b154-1839ec548f56	TCGA-DK-A3IN-10A-01D-A20D-08	e8bd3e0d-7037-47ee-9479-42103e1f3bdd	C500.TCGA-DK-A3IN-10A-01D-A20D-08.1.bam
BLCA	dfd4328e-f7a5-4bf9-bdf6-a8a293d14283	TCGA-GC-A3RB-10A-01D-A21Z-08	e9657b7e-b1ff-487e-9ecf-038b65d5faf3	C500.TCGA-GC-A3RB-10A-01D-A21Z-08.1.bam
BLCA	cc95719c-7fcc-4ed7-837e-1840c0a6bc27	TCGA-BT-A2LD-01A-12D-A20D-08	eb992a20-347b-4e60-beea-ce202b88a4b6	C500.TCGA-BT-A2LD-01A-12D-A20D-08.1.bam
BLCA	9e1dc9d9-4f0f-4083-92d2-4ddf816088ef	TCGA-BT-A2LB-10A-01D-A18F-08	ee6c0d9b-7eea-4841-bba7-f5e53a5e0944	C500.TCGA-BT-A2LB-10A-01D-A18F-08.1.bam
BLCA	b73523d7-f5a5-4140-8537-4df4d1ecf465	TCGA-BT-A3PJ-01A-21D-A21Z-08	ee562a4a-af10-446a-ad53-d576f3e21c1a	C500.TCGA-BT-A3PJ-01A-21D-A21Z-08.1.bam
BLCA	fdf4684d-6346-469c-b07b-5d4846a8816a	TCGA-DK-A3IM-10A-01D-A20D-08	f65362f1-f820-4a84-ae99-dec49a02cf90	C500.TCGA-DK-A3IM-10A-01D-A20D-08.1.bam
BLCA	bbfeacc2-2b94-4c15-aa40-aa9c17508834	TCGA-G2-A3IB-10A-01D-A20D-08	f7538311-afd9-4c48-9302-f9afc30876b2	C500.TCGA-G2-A3IB-10A-01D-A20D-08.1.bam
BLCA	ebb5cdb6-df4a-436d-b4a6-1655d263e3dd	TCGA-G2-A2EO-01A-11D-A17V-08	fe187481-a305-4ded-affd-1f0a6360c88f	C500.TCGA-G2-A2EO-01A-11D-A17V-08.1.bam
BLCA	4c89ce08-ed24-4179-8884-4706660b7da8	TCGA-CF-A3MG-01A-11D-A20D-08	ffdb9eab-8c81-4cf6-b493-efe473bd3603	C500.TCGA-CF-A3MG-01A-11D-A20D-08.1.bam
BLCA	e22c6a44-4f8e-44eb-8ca8-dff0f2fc5575	TCGA-CU-A3KJ-01A-11D-A21A-08	49d262e2-e092-4fce-b5d2-ff61fc00246b	C500.TCGA-CU-A3KJ-01A-11D-A21A-08.3.bam
BLCA	31382822-3792-47bc-99e8-8a1ee1e4e58b	TCGA-CU-A0YR-01A-12D-A10S-08	1a62eb4a-9783-4f58-8e95-e57ff7391e28	C500.TCGA-CU-A0YR-01A-12D-A10S-08.5.bam
